nodes;RANDOM_MAX;iterations;total_time;average_time;average_time_insert;average_time_search;average_time_delete;total_time_insert;total_time_search;total_time_delete;Olog(n);type
345000;1000000;10;1438.750000;143.875000;88.116400;54.989300;54.989300;881.164000;549.893000;7.693000;5.537819;sorted
350000;1000000;10;1508.928000;150.892800;92.328600;57.785700;57.785700;923.286000;577.857000;7.785000;5.544068;sorted
355000;1000000;10;1535.700000;153.570000;93.238400;59.511200;59.511200;932.384000;595.112000;8.204000;5.550228;sorted
360000;1000000;10;1549.146000;154.914600;94.437800;59.667700;59.667700;944.378000;596.677000;8.091000;5.556303;sorted
365000;1000000;10;1576.364000;157.636400;96.891700;59.918600;59.918600;968.917000;599.186000;8.261000;5.562293;sorted
370000;1000000;10;1591.141000;159.114100;96.997500;61.254200;61.254200;969.975000;612.542000;8.624000;5.568202;sorted
375000;1000000;10;1626.059000;162.605900;99.271500;62.447700;62.447700;992.715000;624.477000;8.867000;5.574031;sorted
380000;1000000;10;1619.771000;161.977100;99.163400;61.943800;61.943800;991.634000;619.438000;8.699000;5.579783;sorted
385000;1000000;10;1688.476000;168.847600;103.771400;64.201700;64.201700;1037.714000;642.017000;8.745000;5.585461;sorted
390000;1000000;10;1709.596000;170.959600;105.392400;64.669000;64.669000;1053.924000;646.690000;8.982000;5.591064;sorted
395000;1000000;10;1707.426000;170.742600;103.661100;66.189600;66.189600;1036.611000;661.896000;8.919000;5.596597;sorted
400000;1000000;10;1753.743000;175.374300;107.477500;67.008500;67.008500;1074.775000;670.085000;8.883000;5.602060;sorted
405000;1000000;10;1824.351000;182.435100;112.491800;68.932400;68.932400;1124.918000;689.324000;10.109000;5.607455;sorted
410000;1000000;10;1837.167000;183.716700;112.928200;69.788200;69.788200;1129.282000;697.882000;10.003000;5.612784;sorted
415000;1000000;10;2183.729000;218.372900;132.802100;84.472700;84.472700;1328.021000;844.727000;10.981000;5.618048;sorted
420000;1000000;10;2233.299000;223.329900;137.722400;84.517700;84.517700;1377.224000;845.177000;10.898000;5.623250;sorted
425000;1000000;10;1928.499000;192.849900;118.569400;73.305800;73.305800;1185.694000;733.058000;9.747000;5.628389;sorted
430000;1000000;10;1932.773000;193.277300;117.105700;75.175000;75.175000;1171.057000;751.750000;9.966000;5.633469;sorted
435000;1000000;10;1928.067000;192.806700;118.649900;73.158000;73.158000;1186.499000;731.580000;9.988000;5.638489;sorted
440000;1000000;10;1980.180000;198.018000;119.040800;77.898300;77.898300;1190.408000;778.983000;10.789000;5.643453;sorted
445000;1000000;10;1998.120000;199.812000;120.577200;78.183800;78.183800;1205.772000;781.838000;10.510000;5.648360;sorted
450000;1000000;10;1992.334000;199.233400;120.780300;77.420000;77.420000;1207.803000;774.200000;10.331000;5.653213;sorted
455000;1000000;10;2054.761000;205.476100;124.536400;79.805200;79.805200;1245.364000;798.052000;11.345000;5.658011;sorted
460000;1000000;10;2056.630000;205.663000;125.568500;78.974100;78.974100;1255.685000;789.741000;11.204000;5.662758;sorted
465000;1000000;10;2083.795000;208.379500;126.568600;80.688300;80.688300;1265.686000;806.883000;11.226000;5.667453;sorted
470000;1000000;10;2082.264000;208.226400;125.707500;81.441600;81.441600;1257.075000;814.416000;10.773000;5.672098;sorted
475000;1000000;10;2351.308000;235.130800;142.934500;90.996000;90.996000;1429.345000;909.960000;12.003000;5.676693;sorted
480000;1000000;10;2174.763000;217.476300;131.108300;85.221600;85.221600;1311.083000;852.216000;11.464000;5.681241;sorted
485000;1000000;10;2441.602000;244.160200;150.076700;92.873100;92.873100;1500.767000;928.731000;12.104000;5.685742;sorted
490000;1000000;10;2279.447000;227.944700;140.008600;86.717100;86.717100;1400.086000;867.171000;12.190000;5.690196;sorted
495000;1000000;10;2349.167000;234.916700;140.522300;93.194100;93.194100;1405.223000;931.941000;12.003000;5.694605;sorted
500000;1000000;10;2221.438000;222.143800;135.120900;85.836900;85.836900;1351.209000;858.369000;11.860000;5.698970;sorted
505000;1000000;10;2333.173000;233.317300;138.141200;94.003000;94.003000;1381.412000;940.030000;11.731000;5.703291;sorted
510000;1000000;10;2265.121000;226.512100;138.104400;87.244600;87.244600;1381.044000;872.446000;11.631000;5.707570;sorted
515000;1000000;10;2263.176000;226.317600;137.746900;87.386800;87.386800;1377.469000;873.868000;11.839000;5.711807;sorted
520000;1000000;10;2364.552000;236.455200;143.991800;91.235100;91.235100;1439.918000;912.351000;12.283000;5.716003;sorted
525000;1000000;10;2289.728000;228.972800;139.154800;88.644800;88.644800;1391.548000;886.448000;11.732000;5.720160;sorted
530000;1000000;10;2376.373000;237.637300;144.586200;91.829000;91.829000;1445.862000;918.290000;12.221000;5.724276;sorted
535000;1000000;10;2380.985000;238.098500;144.642600;92.251300;92.251300;1446.426000;922.513000;12.046000;5.728354;sorted
540000;1000000;10;2416.873000;241.687300;147.393100;93.075100;93.075100;1473.931000;930.751000;12.191000;5.732394;sorted
545000;1000000;10;2450.370000;245.037000;145.661800;98.114500;98.114500;1456.618000;981.145000;12.607000;5.736396;sorted
550000;1000000;10;2413.319000;241.331900;144.963200;95.159600;95.159600;1449.632000;951.596000;12.091000;5.740363;sorted
555000;1000000;10;2368.852000;236.885200;142.188100;93.447900;93.447900;1421.881000;934.479000;12.492000;5.744293;sorted
560000;1000000;10;2407.196000;240.719600;144.997100;94.455900;94.455900;1449.971000;944.559000;12.666000;5.748188;sorted
565000;1000000;10;2483.157000;248.315700;150.037700;97.059500;97.059500;1500.377000;970.595000;12.185000;5.752048;sorted
570000;1000000;10;2531.713000;253.171300;152.980100;98.905600;98.905600;1529.801000;989.056000;12.856000;5.755875;sorted
575000;1000000;10;2520.477000;252.047700;152.843000;97.970300;97.970300;1528.430000;979.703000;12.344000;5.759668;sorted
580000;1000000;10;2522.339000;252.233900;152.331100;98.640200;98.640200;1523.311000;986.402000;12.626000;5.763428;sorted
585000;1000000;10;2591.580000;259.158000;156.432100;101.429400;101.429400;1564.321000;1014.294000;12.965000;5.767156;sorted
590000;1000000;10;2600.232000;260.023200;157.422400;101.263300;101.263300;1574.224000;1012.633000;13.375000;5.770852;sorted
595000;1000000;10;2579.297000;257.929700;155.380100;101.228500;101.228500;1553.801000;1012.285000;13.211000;5.774517;sorted
600000;1000000;10;2652.475000;265.247500;158.865700;104.946400;104.946400;1588.657000;1049.464000;14.354000;5.778151;sorted
605000;1000000;10;2663.781000;266.378100;161.030400;103.993800;103.993800;1610.304000;1039.938000;13.539000;5.781755;sorted
610000;1000000;10;2781.815000;278.181500;163.930500;112.834700;112.834700;1639.305000;1128.347000;14.163000;5.785330;sorted
615000;1000000;10;2697.055000;269.705500;161.839900;106.433500;106.433500;1618.399000;1064.335000;14.321000;5.788875;sorted
620000;1000000;10;2798.876000;279.887600;168.342000;110.131500;110.131500;1683.420000;1101.315000;14.141000;5.792392;sorted
625000;1000000;10;2861.104000;286.110400;171.337500;113.287300;113.287300;1713.375000;1132.873000;14.856000;5.795880;sorted
630000;1000000;10;2821.867000;282.186700;169.661100;111.054100;111.054100;1696.611000;1110.541000;14.715000;5.799341;sorted
635000;1000000;10;2885.015000;288.501500;172.871300;114.166500;114.166500;1728.713000;1141.665000;14.637000;5.802774;sorted
640000;1000000;10;2962.401000;296.240100;177.843000;116.893300;116.893300;1778.430000;1168.933000;15.038000;5.806180;sorted
645000;1000000;10;3051.654000;305.165400;186.310400;117.330600;117.330600;1863.104000;1173.306000;15.244000;5.809560;sorted
650000;1000000;10;2918.688000;291.868800;174.379500;116.012100;116.012100;1743.795000;1160.121000;14.772000;5.812913;sorted
655000;1000000;10;3004.161000;300.416100;180.477600;118.404200;118.404200;1804.776000;1184.042000;15.343000;5.816241;sorted
660000;1000000;10;3024.821000;302.482100;180.345700;120.609500;120.609500;1803.457000;1206.095000;15.269000;5.819544;sorted
665000;1000000;10;3061.354000;306.135400;183.263100;121.330600;121.330600;1832.631000;1213.306000;15.417000;5.822822;sorted
670000;1000000;10;3131.838000;313.183800;188.917200;122.701200;122.701200;1889.172000;1227.012000;15.654000;5.826075;sorted
675000;1000000;10;3101.988000;310.198800;185.597900;122.981500;122.981500;1855.979000;1229.815000;16.194000;5.829304;sorted
680000;1000000;10;3118.775000;311.877500;186.125800;124.156900;124.156900;1861.258000;1241.569000;15.948000;5.832509;sorted
685000;1000000;10;3243.395000;324.339500;193.430100;129.161200;129.161200;1934.301000;1291.612000;17.482000;5.835690;sorted
690000;1000000;10;3566.239000;356.623900;216.200800;138.668700;138.668700;2162.008000;1386.687000;17.544000;5.838849;sorted
695000;1000000;10;3483.340000;348.334000;211.077700;135.486000;135.486000;2110.777000;1354.860000;17.703000;5.841985;sorted
700000;1000000;10;3335.321000;333.532100;199.743900;132.123800;132.123800;1997.439000;1321.238000;16.644000;5.845098;sorted
705000;1000000;10;3350.537000;335.053700;199.897400;133.496200;133.496200;1998.974000;1334.962000;16.601000;5.848189;sorted
710000;1000000;10;3699.131000;369.913100;222.201000;145.859400;145.859400;2222.010000;1458.594000;18.527000;5.851258;sorted
715000;1000000;10;3321.067000;332.106700;199.844100;130.593100;130.593100;1998.441000;1305.931000;16.695000;5.854306;sorted
720000;1000000;10;3346.835000;334.683500;200.760000;132.204800;132.204800;2007.600000;1322.048000;17.187000;5.857333;sorted
725000;1000000;10;3330.561000;333.056100;199.250200;132.110400;132.110400;1992.502000;1321.104000;16.955000;5.860338;sorted
730000;1000000;10;3385.829000;338.582900;201.985600;134.870200;134.870200;2019.856000;1348.702000;17.271000;5.863323;sorted
735000;1000000;10;3411.858000;341.185800;204.418100;135.096100;135.096100;2044.181000;1350.961000;16.716000;5.866287;sorted
740000;1000000;10;3440.423000;344.042300;203.560300;138.729100;138.729100;2035.603000;1387.291000;17.529000;5.869232;sorted
745000;1000000;10;3524.611000;352.461100;211.335900;139.400000;139.400000;2113.359000;1394.000000;17.252000;5.872156;sorted
750000;1000000;10;3467.854000;346.785400;207.806100;137.282400;137.282400;2078.061000;1372.824000;16.969000;5.875061;sorted
755000;1000000;10;3609.912000;360.991200;217.917000;141.226100;141.226100;2179.170000;1412.261000;18.481000;5.877947;sorted
760000;1000000;10;3659.751000;365.975100;215.588900;148.573700;148.573700;2155.889000;1485.737000;18.125000;5.880814;sorted
765000;1000000;10;3658.286000;365.828600;220.311900;143.717500;143.717500;2203.119000;1437.175000;17.992000;5.883661;sorted
770000;1000000;10;3562.498000;356.249800;212.618300;141.763900;141.763900;2126.183000;1417.639000;18.676000;5.886491;sorted
775000;1000000;10;3594.672000;359.467200;214.116800;143.530500;143.530500;2141.168000;1435.305000;18.199000;5.889302;sorted
780000;1000000;10;3623.353000;362.335300;214.306600;146.228800;146.228800;2143.066000;1462.288000;17.999000;5.892095;sorted
785000;1000000;10;3672.659000;367.265900;218.533700;146.905100;146.905100;2185.337000;1469.051000;18.271000;5.894870;sorted
790000;1000000;10;3707.817000;370.781700;224.084100;144.892100;144.892100;2240.841000;1448.921000;18.055000;5.897627;sorted
795000;1000000;10;3770.481000;377.048100;227.394800;147.776300;147.776300;2273.948000;1477.763000;18.770000;5.900367;sorted
800000;1000000;10;3795.481000;379.548100;229.127000;148.565400;148.565400;2291.270000;1485.654000;18.557000;5.903090;sorted
805000;1000000;10;3726.797000;372.679700;222.072500;148.738400;148.738400;2220.725000;1487.384000;18.688000;5.905796;sorted
810000;1000000;10;3744.127000;374.412700;223.523100;148.983200;148.983200;2235.231000;1489.832000;19.064000;5.908485;sorted
815000;1000000;10;3795.929000;379.592900;226.458700;151.278900;151.278900;2264.587000;1512.789000;18.553000;5.911158;sorted
820000;1000000;10;3857.286000;385.728600;230.428200;153.422600;153.422600;2304.282000;1534.226000;18.778000;5.913814;sorted
825000;1000000;10;3828.139000;382.813900;227.714000;153.145800;153.145800;2277.140000;1531.458000;19.541000;5.916454;sorted
830000;1000000;10;3873.121000;387.312100;230.822300;154.594900;154.594900;2308.223000;1545.949000;18.949000;5.919078;sorted
835000;1000000;10;3975.073000;397.507300;236.622800;158.886500;158.886500;2366.228000;1588.865000;19.980000;5.921687;sorted
840000;1000000;10;3992.253000;399.225300;236.656900;160.601600;160.601600;2366.569000;1606.016000;19.668000;5.924279;sorted
845000;1000000;10;3943.551000;394.355100;234.513700;157.889400;157.889400;2345.137000;1578.894000;19.520000;5.926857;sorted
850000;1000000;10;3972.396000;397.239600;236.239100;159.041300;159.041300;2362.391000;1590.413000;19.592000;5.929419;sorted
855000;1000000;10;3993.889000;399.388900;238.963500;158.439500;158.439500;2389.635000;1584.395000;19.859000;5.931966;sorted
860000;1000000;10;4016.635000;401.663500;238.011400;161.632100;161.632100;2380.114000;1616.321000;20.200000;5.934498;sorted
865000;1000000;10;4086.654000;408.665400;244.543900;162.107000;162.107000;2445.439000;1621.070000;20.145000;5.937016;sorted
870000;1000000;10;4065.996000;406.599600;241.154700;163.368100;163.368100;2411.547000;1633.681000;20.768000;5.939519;sorted
875000;1000000;10;4027.084000;402.708400;239.875000;160.833200;160.833200;2398.750000;1608.332000;20.002000;5.942008;sorted
880000;1000000;10;4079.384000;407.938400;242.367300;163.514000;163.514000;2423.673000;1635.140000;20.571000;5.944483;sorted
885000;1000000;10;4104.363000;410.436300;244.354400;164.024600;164.024600;2443.544000;1640.246000;20.573000;5.946943;sorted
890000;1000000;10;4191.895000;419.189500;249.403300;167.708300;167.708300;2494.033000;1677.083000;20.779000;5.949390;sorted
895000;1000000;10;4263.464000;426.346400;253.885400;170.335900;170.335900;2538.854000;1703.359000;21.251000;5.951823;sorted
900000;1000000;10;4263.360000;426.336000;254.350500;169.915900;169.915900;2543.505000;1699.159000;20.696000;5.954243;sorted
905000;1000000;10;4269.936000;426.993600;254.330900;170.555100;170.555100;2543.309000;1705.551000;21.076000;5.956649;sorted
910000;1000000;10;4237.445000;423.744500;252.304700;169.316300;169.316300;2523.047000;1693.163000;21.235000;5.959042;sorted
915000;1000000;10;4360.336000;436.033600;257.751400;176.120700;176.120700;2577.514000;1761.207000;21.615000;5.961421;sorted
920000;1000000;10;4401.334000;440.133400;260.623700;177.266900;177.266900;2606.237000;1772.669000;22.428000;5.963788;sorted
925000;1000000;10;4361.692000;436.169200;260.071700;173.897600;173.897600;2600.717000;1738.976000;21.999000;5.966142;sorted
930000;1000000;10;4370.505000;437.050500;260.387800;174.490300;174.490300;2603.878000;1744.903000;21.724000;5.968483;sorted
935000;1000000;10;4377.823000;437.782300;259.455800;176.097500;176.097500;2594.558000;1760.975000;22.290000;5.970812;sorted
940000;1000000;10;4630.412000;463.041200;275.306800;185.492700;185.492700;2753.068000;1854.927000;22.417000;5.973128;sorted
945000;1000000;10;4454.745000;445.474500;265.705400;177.572100;177.572100;2657.054000;1775.721000;21.970000;5.975432;sorted
950000;1000000;10;4484.117000;448.411700;268.072700;178.139000;178.139000;2680.727000;1781.390000;22.000000;5.977724;sorted
955000;1000000;10;4586.296000;458.629600;270.870100;185.565800;185.565800;2708.701000;1855.658000;21.937000;5.980003;sorted
960000;1000000;10;4545.251000;454.525100;269.190000;183.081800;183.081800;2691.900000;1830.818000;22.533000;5.982271;sorted
965000;1000000;10;4592.967000;459.296700;273.346900;183.751000;183.751000;2733.469000;1837.510000;21.988000;5.984528;sorted
970000;1000000;10;4554.430000;455.443000;269.521100;183.692500;183.692500;2695.211000;1836.925000;22.294000;5.986772;sorted
975000;1000000;10;4644.473000;464.447300;277.417500;184.694600;184.694600;2774.175000;1846.946000;23.352000;5.989005;sorted
980000;1000000;10;4545.526000;454.552600;269.583900;182.708900;182.708900;2695.839000;1827.089000;22.598000;5.991226;sorted
985000;1000000;10;4643.744000;464.374400;276.801300;185.295400;185.295400;2768.013000;1852.954000;22.777000;5.993436;sorted
990000;1000000;10;4725.535000;472.553500;282.332000;187.892500;187.892500;2823.320000;1878.925000;23.290000;5.995635;sorted
995000;1000000;10;4708.920000;470.892000;279.861100;188.714800;188.714800;2798.611000;1887.148000;23.161000;5.997823;sorted
1000000;1000000;10;4658.735000;465.873500;276.270400;187.310600;187.310600;2762.704000;1873.106000;22.925000;6.000000;sorted
10000;1000000;10;60.577000;6.057700;3.758400;2.269600;2.269600;37.584000;22.696000;0.297000;4.000000;random
15000;1000000;10;94.255000;9.425500;5.785100;3.597700;3.597700;57.851000;35.977000;0.427000;4.176091;random
20000;1000000;10;109.079000;10.907900;6.507600;4.355300;4.355300;65.076000;43.553000;0.450000;4.301030;random
25000;1000000;10;146.281000;14.628100;9.040200;5.530100;5.530100;90.402000;55.301000;0.578000;4.397940;random
30000;1000000;10;199.360000;19.936000;11.883000;7.977700;7.977700;118.830000;79.777000;0.753000;4.477121;random
35000;1000000;10;238.021000;23.802100;14.122600;9.597300;9.597300;141.226000;95.973000;0.822000;4.544068;random
40000;1000000;10;271.352000;27.135200;16.184400;10.858100;10.858100;161.844000;108.581000;0.927000;4.602060;random
45000;1000000;10;314.827000;31.482700;18.807200;12.567900;12.567900;188.072000;125.679000;1.076000;4.653213;random
50000;1000000;10;362.596000;36.259600;21.972700;14.166700;14.166700;219.727000;141.667000;1.202000;4.698970;random
55000;1000000;10;399.570000;39.957000;23.697500;16.134300;16.134300;236.975000;161.343000;1.252000;4.740363;random
60000;1000000;10;515.843000;51.584300;29.854300;21.574200;21.574200;298.543000;215.742000;1.558000;4.778152;random
65000;1000000;10;539.078000;53.907800;30.821100;22.927700;22.927700;308.211000;229.277000;1.590000;4.812913;random
70000;1000000;10;657.414000;65.741400;37.351200;28.215900;28.215900;373.512000;282.159000;1.743000;4.845098;random
75000;1000000;10;686.058000;68.605800;39.052600;29.374300;29.374300;390.526000;293.743000;1.789000;4.875061;random
80000;1000000;10;763.914000;76.391400;43.657300;32.541900;32.541900;436.573000;325.419000;1.922000;4.903090;random
85000;1000000;10;837.558000;83.755800;47.739900;35.797700;35.797700;477.399000;357.977000;2.182000;4.929419;random
90000;1000000;10;818.139000;81.813900;46.644400;34.960700;34.960700;466.444000;349.607000;2.088000;4.954243;random
95000;1000000;10;921.350000;92.135000;51.550100;40.339500;40.339500;515.501000;403.395000;2.454000;4.977724;random
100000;1000000;10;867.028000;86.702800;50.237800;36.232500;36.232500;502.378000;362.325000;2.325000;5.000000;random
105000;1000000;10;940.426000;94.042600;53.021100;40.771600;40.771600;530.211000;407.716000;2.499000;5.021189;random
110000;1000000;10;966.751000;96.675100;54.639200;41.788900;41.788900;546.392000;417.889000;2.470000;5.041393;random
115000;1000000;10;1053.434000;105.343400;60.171900;44.902500;44.902500;601.719000;449.025000;2.690000;5.060698;random
120000;1000000;10;1128.082000;112.808200;65.029600;47.491300;47.491300;650.296000;474.913000;2.873000;5.079181;random
125000;1000000;10;1190.798000;119.079800;67.977100;50.816700;50.816700;679.771000;508.167000;2.860000;5.096910;random
130000;1000000;10;1252.476000;125.247600;70.277700;54.664900;54.664900;702.777000;546.649000;3.050000;5.113944;random
135000;1000000;10;1304.935000;130.493500;73.158500;57.020800;57.020800;731.585000;570.208000;3.142000;5.130334;random
140000;1000000;10;1409.762000;140.976200;77.872000;62.789000;62.789000;778.720000;627.890000;3.152000;5.146128;random
145000;1000000;10;1492.308000;149.230800;86.078800;62.828300;62.828300;860.788000;628.283000;3.237000;5.161368;random
150000;1000000;10;1491.855000;149.185500;83.020200;65.838200;65.838200;830.202000;658.382000;3.271000;5.176091;random
155000;1000000;10;1613.161000;161.316100;91.552900;69.375800;69.375800;915.529000;693.758000;3.874000;5.190331;random
160000;1000000;10;1663.015000;166.301500;92.860000;73.077400;73.077400;928.600000;730.774000;3.641000;5.204120;random
165000;1000000;10;1716.594000;171.659400;95.710300;75.565200;75.565200;957.103000;755.652000;3.839000;5.217484;random
170000;1000000;10;1905.665000;190.566500;105.698500;84.451500;84.451500;1056.985000;844.515000;4.165000;5.230449;random
175000;1000000;10;1856.528000;185.652800;103.132200;82.124500;82.124500;1031.322000;821.245000;3.961000;5.243038;random
