nodes;RANDOM_MAX;iterations;total_time;average_time;average_time_insert;average_time_search;average_time_delete;total_time_insert;total_time_search;total_time_delete;Olog(n)
775000;1000000;10;27538.094000;2753.809400;948.933600;871.094900;933.780900;9489.336000;8710.949000;9337.809000;5.889302
780000;1000000;10;27842.011000;2784.201100;958.200100;882.419300;943.581700;9582.001000;8824.193000;9435.817000;5.892095
785000;1000000;10;27948.570000;2794.857000;959.643200;886.350200;948.863600;9596.432000;8863.502000;9488.636000;5.894870
790000;1000000;10;28262.879000;2826.287900;972.803000;896.674600;956.810300;9728.030000;8966.746000;9568.103000;5.897627
795000;1000000;10;28526.987000;2852.698700;983.090200;904.155300;965.453200;9830.902000;9041.553000;9654.532000;5.900367
800000;1000000;10;28638.169000;2863.816900;985.783100;906.533100;971.500700;9857.831000;9065.331000;9715.007000;5.903090
805000;1000000;10;28991.642000;2899.164200;998.818700;918.994400;981.351100;9988.187000;9189.944000;9813.511000;5.905796
810000;1000000;10;29136.635000;2913.663500;1003.231600;923.737000;986.694900;10032.316000;9237.370000;9866.949000;5.908485
815000;1000000;10;29280.813000;2928.081300;1006.100900;930.064900;991.915500;10061.009000;9300.649000;9919.155000;5.911158
820000;1000000;10;29591.732000;2959.173200;1017.642100;936.039400;1005.491700;10176.421000;9360.394000;10054.917000;5.913814
825000;1000000;10;29641.444000;2964.144400;1025.700100;939.545800;998.898500;10257.001000;9395.458000;9988.985000;5.916454
830000;1000000;10;30460.791000;3046.079100;1045.663200;963.523000;1036.892900;10456.632000;9635.230000;10368.929000;5.919078
835000;1000000;10;30448.137000;3044.813700;1047.291800;965.631800;1031.890100;10472.918000;9656.318000;10318.901000;5.921687
840000;1000000;10;31471.695000;3147.169500;1086.265900;993.101900;1067.801700;10862.659000;9931.019000;10678.017000;5.924279
845000;1000000;10;32719.347000;3271.934700;1131.893800;1047.976900;1092.064000;11318.938000;10479.769000;10920.640000;5.926857
850000;1000000;10;30998.747000;3099.874700;1061.146500;982.506000;1056.222200;10611.465000;9825.060000;10562.222000;5.929419
855000;1000000;10;30667.090000;3066.709000;1047.679400;969.172000;1049.857600;10476.794000;9691.720000;10498.576000;5.931966
860000;1000000;10;31202.515000;3120.251500;1076.972000;985.233800;1058.045700;10769.720000;9852.338000;10580.457000;5.934498
865000;1000000;10;31050.338000;3105.033800;1061.860400;983.711000;1059.462400;10618.604000;9837.110000;10594.624000;5.937016
870000;1000000;10;31445.920000;3144.592000;1081.079600;992.634400;1070.878000;10810.796000;9926.344000;10708.780000;5.939519
875000;1000000;10;31517.866000;3151.786600;1081.273400;999.027000;1071.486200;10812.734000;9990.270000;10714.862000;5.942008
880000;1000000;10;31984.514000;3198.451400;1099.773700;1010.603400;1088.074300;10997.737000;10106.034000;10880.743000;5.944483
885000;1000000;10;33361.439000;3336.143900;1155.761100;1036.435300;1143.947500;11557.611000;10364.353000;11439.475000;5.946943
890000;1000000;10;35787.434000;3578.743400;1224.098000;1135.584800;1219.060600;12240.980000;11355.848000;12190.606000;5.949390
895000;1000000;10;34436.871000;3443.687100;1172.984000;1096.899600;1173.803500;11729.840000;10968.996000;11738.035000;5.951823
900000;1000000;10;35005.834000;3500.583400;1205.728000;1108.777700;1186.077700;12057.280000;11087.777000;11860.777000;5.954243
905000;1000000;10;34513.808000;3451.380800;1189.572300;1089.884000;1171.924500;11895.723000;10898.840000;11719.245000;5.956649
910000;1000000;10;35144.435000;3514.443500;1199.918500;1115.484000;1199.041000;11999.185000;11154.840000;11990.410000;5.959042
915000;1000000;10;35417.161000;3541.716100;1204.439100;1125.026500;1212.250500;12044.391000;11250.265000;12122.505000;5.961421
