n;max_key;number_of_run;total_time;average_time;average_time_insert;average_time_search;average_time_delete;total_time_insert;total_time_search;total_time_delete;Ologn
259000;10000;1;87.591000;87.591000;30.120000;30.332000;27.139000;30.120000;30.332000;27.139000;5.413300
260000;10000;1;84.056000;84.056000;29.744000;29.331000;24.981000;29.744000;29.331000;24.981000;5.414973
261000;10000;1;85.221000;85.221000;30.518000;28.783000;25.920000;30.518000;28.783000;25.920000;5.416640
262000;10000;1;82.210000;82.210000;28.641000;28.416000;25.153000;28.641000;28.416000;25.153000;5.418301
263000;10000;1;83.158000;83.158000;29.294000;28.546000;25.318000;29.294000;28.546000;25.318000;5.419956
264000;10000;1;83.268000;83.268000;28.840000;28.149000;26.279000;28.840000;28.149000;26.279000;5.421604
265000;10000;1;84.948000;84.948000;29.971000;29.013000;25.964000;29.971000;29.013000;25.964000;5.423246
266000;10000;1;83.162000;83.162000;29.202000;28.370000;25.590000;29.202000;28.370000;25.590000;5.424881
267000;10000;1;85.131000;85.131000;29.908000;29.334000;25.889000;29.908000;29.334000;25.889000;5.426511
268000;10000;1;87.749000;87.749000;30.392000;30.998000;26.359000;30.392000;30.998000;26.359000;5.428135
269000;10000;1;90.744000;90.744000;32.074000;31.127000;27.543000;32.074000;31.127000;27.543000;5.429752
270000;10000;1;83.265000;83.265000;29.512000;28.175000;25.578000;29.512000;28.175000;25.578000;5.431364
271000;10000;1;86.484000;86.484000;30.193000;29.156000;27.135000;30.193000;29.156000;27.135000;5.432969
272000;10000;1;84.162000;84.162000;29.735000;28.881000;25.546000;29.735000;28.881000;25.546000;5.434569
273000;10000;1;88.927000;88.927000;31.158000;30.611000;27.158000;31.158000;30.611000;27.158000;5.436162
274000;10000;1;86.717000;86.717000;29.362000;29.764000;27.591000;29.362000;29.764000;27.591000;5.437750
275000;10000;1;91.545000;91.545000;31.734000;31.930000;27.881000;31.734000;31.930000;27.881000;5.439332
276000;10000;1;91.398000;91.398000;31.054000;31.349000;28.995000;31.054000;31.349000;28.995000;5.440909
277000;10000;1;94.310000;94.310000;32.479000;33.181000;28.650000;32.479000;33.181000;28.650000;5.442480
278000;10000;1;89.366000;89.366000;30.804000;31.000000;27.562000;30.804000;31.000000;27.562000;5.444045
279000;10000;1;88.626000;88.626000;31.073000;30.470000;27.083000;31.073000;30.470000;27.083000;5.445604
280000;10000;1;90.030000;90.030000;30.620000;31.293000;28.117000;30.620000;31.293000;28.117000;5.447158
281000;10000;1;91.157000;91.157000;32.067000;31.041000;28.049000;32.067000;31.041000;28.049000;5.448706
282000;10000;1;86.643000;86.643000;30.465000;29.642000;26.536000;30.465000;29.642000;26.536000;5.450249
283000;10000;1;89.922000;89.922000;31.153000;31.486000;27.283000;31.153000;31.486000;27.283000;5.451787
284000;10000;1;87.716000;87.716000;30.255000;30.234000;27.227000;30.255000;30.234000;27.227000;5.453318
285000;10000;1;92.637000;92.637000;32.036000;32.906000;27.695000;32.036000;32.906000;27.695000;5.454845
286000;10000;1;88.463000;88.463000;30.369000;30.857000;27.237000;30.369000;30.857000;27.237000;5.456366
287000;10000;1;89.494000;89.494000;30.936000;31.367000;27.191000;30.936000;31.367000;27.191000;5.457882
288000;10000;1;89.547000;89.547000;31.228000;31.145000;27.174000;31.228000;31.145000;27.174000;5.459393
289000;10000;1;91.200000;91.200000;31.698000;31.813000;27.689000;31.698000;31.813000;27.689000;5.460898
290000;10000;1;91.008000;91.008000;32.085000;31.129000;27.794000;32.085000;31.129000;27.794000;5.462398
291000;10000;1;94.250000;94.250000;33.039000;33.158000;28.053000;33.039000;33.158000;28.053000;5.463893
292000;10000;1;91.249000;91.249000;32.203000;31.367000;27.679000;32.203000;31.367000;27.679000;5.465383
293000;10000;1;90.774000;90.774000;31.508000;31.604000;27.662000;31.508000;31.604000;27.662000;5.466867
294000;10000;1;95.148000;95.148000;33.268000;33.258000;28.622000;33.268000;33.258000;28.622000;5.468348
295000;10000;1;94.480000;94.480000;33.121000;32.508000;28.851000;33.121000;32.508000;28.851000;5.469822
296000;10000;1;96.261000;96.261000;33.823000;33.298000;29.140000;33.823000;33.298000;29.140000;5.471292
297000;10000;1;94.655000;94.655000;33.243000;32.809000;28.603000;33.243000;32.809000;28.603000;5.472756
298000;10000;1;95.463000;95.463000;33.161000;32.579000;29.723000;33.161000;32.579000;29.723000;5.474216
299000;10000;1;96.622000;96.622000;33.966000;33.411000;29.245000;33.966000;33.411000;29.245000;5.475671
300000;10000;1;92.908000;92.908000;32.347000;31.951000;28.610000;32.347000;31.951000;28.610000;5.477121
301000;10000;1;97.177000;97.177000;34.040000;33.354000;29.783000;34.040000;33.354000;29.783000;5.478567
302000;10000;1;98.266000;98.266000;33.944000;33.644000;30.678000;33.944000;33.644000;30.678000;5.480007
303000;10000;1;94.140000;94.140000;33.063000;32.398000;28.679000;33.063000;32.398000;28.679000;5.481442
304000;10000;1;93.891000;93.891000;32.534000;32.736000;28.621000;32.534000;32.736000;28.621000;5.482873
305000;10000;1;96.532000;96.532000;33.753000;33.049000;29.730000;33.753000;33.049000;29.730000;5.484300
306000;10000;1;93.556000;93.556000;32.214000;32.821000;28.521000;32.214000;32.821000;28.521000;5.485722
307000;10000;1;100.620000;100.620000;35.664000;34.998000;29.958000;35.664000;34.998000;29.958000;5.487138
308000;10000;1;95.210000;95.210000;33.094000;32.728000;29.388000;33.094000;32.728000;29.388000;5.488551
309000;10000;1;97.500000;97.500000;34.007000;33.556000;29.937000;34.007000;33.556000;29.937000;5.489958
310000;10000;1;95.991000;95.991000;33.906000;32.436000;29.649000;33.906000;32.436000;29.649000;5.491362
311000;10000;1;97.952000;97.952000;34.142000;33.784000;30.026000;34.142000;33.784000;30.026000;5.492760
312000;10000;1;106.323000;106.323000;32.521000;35.354000;38.448000;32.521000;35.354000;38.448000;5.494154
313000;10000;1;100.510000;100.510000;36.214000;34.395000;29.901000;36.214000;34.395000;29.901000;5.495544
314000;10000;1;95.655000;95.655000;33.985000;32.434000;29.236000;33.985000;32.434000;29.236000;5.496930
315000;10000;1;100.552000;100.552000;34.926000;34.810000;30.816000;34.926000;34.810000;30.816000;5.498311
316000;10000;1;95.666000;95.666000;33.586000;32.661000;29.419000;33.586000;32.661000;29.419000;5.499687
317000;10000;1;99.444000;99.444000;34.666000;34.400000;30.378000;34.666000;34.400000;30.378000;5.501059
318000;10000;1;99.304000;99.304000;34.286000;34.657000;30.361000;34.286000;34.657000;30.361000;5.502427
319000;10000;1;101.458000;101.458000;35.090000;35.320000;31.048000;35.090000;35.320000;31.048000;5.503791
320000;10000;1;98.205000;98.205000;33.849000;34.197000;30.159000;33.849000;34.197000;30.159000;5.505150
321000;10000;1;105.000000;105.000000;36.929000;36.354000;31.717000;36.929000;36.354000;31.717000;5.506505
322000;10000;1;99.705000;99.705000;34.597000;34.398000;30.710000;34.597000;34.398000;30.710000;5.507856
323000;10000;1;107.644000;107.644000;37.986000;37.804000;31.854000;37.986000;37.804000;31.854000;5.509202
324000;10000;1;105.527000;105.527000;36.197000;35.936000;33.394000;36.197000;35.936000;33.394000;5.510545
325000;10000;1;110.635000;110.635000;40.804000;36.896000;32.935000;40.804000;36.896000;32.935000;5.511883
326000;10000;1;105.370000;105.370000;36.162000;37.636000;31.572000;36.162000;37.636000;31.572000;5.513217
327000;10000;1;107.302000;107.302000;37.010000;37.056000;33.236000;37.010000;37.056000;33.236000;5.514548
328000;10000;1;103.165000;103.165000;35.539000;36.139000;31.487000;35.539000;36.139000;31.487000;5.515874
329000;10000;1;109.544000;109.544000;38.391000;38.085000;33.068000;38.391000;38.085000;33.068000;5.517196
330000;10000;1;104.882000;104.882000;36.522000;36.453000;31.907000;36.522000;36.453000;31.907000;5.518514
331000;10000;1;106.949000;106.949000;38.305000;36.927000;31.717000;38.305000;36.927000;31.717000;5.519828
332000;10000;1;121.654000;121.654000;38.477000;44.780000;38.397000;38.477000;44.780000;38.397000;5.521138
333000;10000;1;116.186000;116.186000;40.458000;40.094000;35.634000;40.458000;40.094000;35.634000;5.522444
334000;10000;1;110.401000;110.401000;38.464000;37.851000;34.086000;38.464000;37.851000;34.086000;5.523746
335000;10000;1;111.434000;111.434000;39.141000;38.277000;34.016000;39.141000;38.277000;34.016000;5.525045
336000;10000;1;109.117000;109.117000;38.349000;37.352000;33.416000;38.349000;37.352000;33.416000;5.526339
337000;10000;1;111.797000;111.797000;38.734000;39.002000;34.061000;38.734000;39.002000;34.061000;5.527630
338000;10000;1;108.785000;108.785000;37.995000;37.061000;33.729000;37.995000;37.061000;33.729000;5.528917
339000;10000;1;112.571000;112.571000;40.011000;38.599000;33.961000;40.011000;38.599000;33.961000;5.530200
340000;10000;1;110.192000;110.192000;38.108000;38.244000;33.840000;38.108000;38.244000;33.840000;5.531479
341000;10000;1;119.078000;119.078000;43.326000;40.182000;35.570000;43.326000;40.182000;35.570000;5.532754
342000;10000;1;114.271000;114.271000;39.679000;39.546000;35.046000;39.679000;39.546000;35.046000;5.534026
343000;10000;1;118.826000;118.826000;41.613000;41.290000;35.923000;41.613000;41.290000;35.923000;5.535294
344000;10000;1;111.675000;111.675000;38.824000;38.786000;34.065000;38.824000;38.786000;34.065000;5.536559
345000;10000;1;112.035000;112.035000;39.043000;38.519000;34.473000;39.043000;38.519000;34.473000;5.537819
346000;10000;1;112.097000;112.097000;38.293000;39.177000;34.627000;38.293000;39.177000;34.627000;5.539076
347000;10000;1;115.645000;115.645000;40.317000;39.725000;35.603000;40.317000;39.725000;35.603000;5.540329
348000;10000;1;111.994000;111.994000;39.209000;38.789000;33.996000;39.209000;38.789000;33.996000;5.541579
349000;10000;1;115.926000;115.926000;40.304000;40.113000;35.509000;40.304000;40.113000;35.509000;5.542825
350000;10000;1;110.614000;110.614000;38.697000;37.921000;33.996000;38.697000;37.921000;33.996000;5.544068
351000;10000;1;115.817000;115.817000;40.828000;39.828000;35.161000;40.828000;39.828000;35.161000;5.545307
352000;10000;1;116.154000;116.154000;40.676000;40.878000;34.600000;40.676000;40.878000;34.600000;5.546543
353000;10000;1;120.052000;120.052000;42.129000;41.232000;36.691000;42.129000;41.232000;36.691000;5.547775
354000;10000;1;113.994000;113.994000;39.974000;38.970000;35.050000;39.974000;38.970000;35.050000;5.549003
355000;10000;1;118.943000;118.943000;41.445000;40.797000;36.701000;41.445000;40.797000;36.701000;5.550228
356000;10000;1;114.920000;114.920000;40.699000;39.216000;35.005000;40.699000;39.216000;35.005000;5.551450
357000;10000;1;120.860000;120.860000;42.653000;40.958000;37.249000;42.653000;40.958000;37.249000;5.552668
358000;10000;1;117.556000;117.556000;40.765000;40.519000;36.272000;40.765000;40.519000;36.272000;5.553883
359000;10000;1;124.800000;124.800000;43.047000;44.260000;37.493000;43.047000;44.260000;37.493000;5.555094
360000;10000;1;119.771000;119.771000;41.183000;40.538000;38.050000;41.183000;40.538000;38.050000;5.556303
361000;10000;1;133.419000;133.419000;49.902000;47.034000;36.483000;49.902000;47.034000;36.483000;5.557507
362000;10000;1;118.786000;118.786000;42.235000;40.263000;36.288000;42.235000;40.263000;36.288000;5.558709
363000;10000;1;123.162000;123.162000;42.943000;42.999000;37.220000;42.943000;42.999000;37.220000;5.559906
364000;10000;1;122.445000;122.445000;42.133000;42.496000;37.816000;42.133000;42.496000;37.816000;5.561101
365000;10000;1;126.231000;126.231000;44.829000;43.101000;38.301000;44.829000;43.101000;38.301000;5.562293
366000;10000;1;121.761000;121.761000;44.118000;41.069000;36.574000;44.118000;41.069000;36.574000;5.563481
367000;10000;1;122.229000;122.229000;43.224000;41.692000;37.313000;43.224000;41.692000;37.313000;5.564666
368000;10000;1;117.129000;117.129000;40.823000;40.077000;36.229000;40.823000;40.077000;36.229000;5.565848
369000;10000;1;125.015000;125.015000;43.589000;43.501000;37.925000;43.589000;43.501000;37.925000;5.567026
370000;10000;1;121.115000;121.115000;42.537000;41.612000;36.966000;42.537000;41.612000;36.966000;5.568202
371000;10000;1;123.994000;123.994000;43.275000;43.095000;37.624000;43.275000;43.095000;37.624000;5.569374
372000;10000;1;123.491000;123.491000;43.157000;42.472000;37.862000;43.157000;42.472000;37.862000;5.570543
373000;10000;1;128.233000;128.233000;45.338000;44.245000;38.650000;45.338000;44.245000;38.650000;5.571709
374000;10000;1;132.207000;132.207000;45.904000;47.705000;38.598000;45.904000;47.705000;38.598000;5.572872
375000;10000;1;128.921000;128.921000;44.921000;44.861000;39.139000;44.921000;44.861000;39.139000;5.574031
376000;10000;1;126.497000;126.497000;44.399000;43.615000;38.483000;44.399000;43.615000;38.483000;5.575188
377000;10000;1;142.789000;142.789000;49.880000;52.171000;40.738000;49.880000;52.171000;40.738000;5.576341
378000;10000;1;135.325000;135.325000;49.343000;45.831000;40.151000;49.343000;45.831000;40.151000;5.577492
379000;10000;1;130.748000;130.748000;46.646000;43.122000;40.980000;46.646000;43.122000;40.980000;5.578639
380000;10000;1;126.767000;126.767000;46.094000;42.087000;38.586000;46.094000;42.087000;38.586000;5.579783
381000;10000;1;134.372000;134.372000;47.538000;46.539000;40.295000;47.538000;46.539000;40.295000;5.580925
382000;10000;1;144.539000;144.539000;47.162000;54.557000;42.820000;47.162000;54.557000;42.820000;5.582063
383000;10000;1;130.559000;130.559000;45.231000;46.620000;38.708000;45.231000;46.620000;38.708000;5.583199
384000;10000;1;130.641000;130.641000;45.772000;45.588000;39.281000;45.772000;45.588000;39.281000;5.584331
385000;10000;1;131.428000;131.428000;46.595000;43.559000;41.274000;46.595000;43.559000;41.274000;5.585461
386000;10000;1;126.185000;126.185000;44.275000;42.616000;39.294000;44.275000;42.616000;39.294000;5.586587
387000;10000;1;139.950000;139.950000;49.787000;50.809000;39.354000;49.787000;50.809000;39.354000;5.587711
388000;10000;1;133.913000;133.913000;45.720000;49.312000;38.881000;45.720000;49.312000;38.881000;5.588832
389000;10000;1;130.451000;130.451000;44.831000;46.758000;38.862000;44.831000;46.758000;38.862000;5.589950
390000;10000;1;130.306000;130.306000;45.189000;43.250000;41.867000;45.189000;43.250000;41.867000;5.591064
391000;10000;1;154.067000;154.067000;48.606000;63.536000;41.925000;48.606000;63.536000;41.925000;5.592177
392000;10000;1;127.068000;127.068000;44.624000;43.173000;39.271000;44.624000;43.173000;39.271000;5.593286
393000;10000;1;130.802000;130.802000;46.547000;44.355000;39.900000;46.547000;44.355000;39.900000;5.594393
394000;10000;1;129.149000;129.149000;44.893000;45.568000;38.688000;44.893000;45.568000;38.688000;5.595496
395000;10000;1;133.266000;133.266000;47.093000;46.851000;39.322000;47.093000;46.851000;39.322000;5.596597
396000;10000;1;126.646000;126.646000;44.168000;44.134000;38.344000;44.168000;44.134000;38.344000;5.597695
397000;10000;1;131.327000;131.327000;45.480000;45.321000;40.526000;45.480000;45.321000;40.526000;5.598791
398000;10000;1;126.691000;126.691000;43.167000;43.976000;39.548000;43.167000;43.976000;39.548000;5.599883
399000;10000;1;130.049000;130.049000;44.948000;44.399000;40.702000;44.948000;44.399000;40.702000;5.600973
400000;10000;1;128.658000;128.658000;45.403000;44.170000;39.085000;45.403000;44.170000;39.085000;5.602060
401000;10000;1;129.992000;129.992000;45.187000;44.031000;40.774000;45.187000;44.031000;40.774000;5.603144
402000;10000;1;127.930000;127.930000;44.506000;44.363000;39.061000;44.506000;44.363000;39.061000;5.604226
403000;10000;1;136.204000;136.204000;47.672000;46.970000;41.562000;47.672000;46.970000;41.562000;5.605305
404000;10000;1;133.833000;133.833000;46.564000;46.079000;41.190000;46.564000;46.079000;41.190000;5.606381
405000;10000;1;139.577000;139.577000;48.303000;49.115000;42.159000;48.303000;49.115000;42.159000;5.607455
406000;10000;1;134.416000;134.416000;45.331000;45.602000;43.483000;45.331000;45.602000;43.483000;5.608526
407000;10000;1;144.232000;144.232000;50.998000;49.094000;44.140000;50.998000;49.094000;44.140000;5.609594
408000;10000;1;130.233000;130.233000;44.915000;44.893000;40.425000;44.915000;44.893000;40.425000;5.610660
409000;10000;1;155.746000;155.746000;53.410000;55.756000;46.580000;53.410000;55.756000;46.580000;5.611723
410000;10000;1;158.220000;158.220000;53.788000;51.592000;52.840000;53.788000;51.592000;52.840000;5.612784
411000;10000;1;178.319000;178.319000;62.106000;62.577000;53.636000;62.106000;62.577000;53.636000;5.613842
412000;10000;1;171.874000;171.874000;59.981000;58.647000;53.246000;59.981000;58.647000;53.246000;5.614897
413000;10000;1;182.951000;182.951000;65.564000;61.669000;55.718000;65.564000;61.669000;55.718000;5.615950
414000;10000;1;174.369000;174.369000;61.917000;59.852000;52.600000;61.917000;59.852000;52.600000;5.617001
415000;10000;1;186.820000;186.820000;62.674000;62.428000;61.718000;62.674000;62.428000;61.718000;5.618048
416000;10000;1;189.053000;189.053000;63.814000;66.888000;58.351000;63.814000;66.888000;58.351000;5.619093
417000;10000;1;195.659000;195.659000;67.988000;66.450000;61.221000;67.988000;66.450000;61.221000;5.620136
418000;10000;1;197.048000;197.048000;68.842000;68.154000;60.052000;68.842000;68.154000;60.052000;5.621176
419000;10000;1;210.495000;210.495000;77.170000;72.407000;60.918000;77.170000;72.407000;60.918000;5.622214
420000;10000;1;215.205000;215.205000;73.084000;71.521000;70.600000;73.084000;71.521000;70.600000;5.623250
421000;10000;1;221.958000;221.958000;77.687000;75.266000;69.005000;77.687000;75.266000;69.005000;5.624282
422000;10000;1;244.881000;244.881000;80.288000;87.392000;77.201000;80.288000;87.392000;77.201000;5.625312
423000;10000;1;244.811000;244.811000;80.019000;96.179000;68.613000;80.019000;96.179000;68.613000;5.626340
424000;10000;1;295.374000;295.374000;92.332000;110.680000;92.362000;92.332000;110.680000;92.362000;5.627366
425000;10000;1;293.374000;293.374000;81.345000;114.604000;97.425000;81.345000;114.604000;97.425000;5.628389
426000;10000;1;353.634000;353.634000;126.574000;133.432000;93.628000;126.574000;133.432000;93.628000;5.629410
427000;10000;1;256.197000;256.197000;104.249000;80.055000;71.893000;104.249000;80.055000;71.893000;5.630428
